,we.ep,we.eBH,wi.ep,wi.eBH,rab.all,rab.win.Baseline,rab.win.Week_6,diff.btw,diff.win,effect,overlap,-Log10(adj-pvalue),Taxa
Clostridium_scindens ,0.176736719990631,0.726042943262228,0.186240563445058,0.684912067713716,0.527633210041042,0.299612488683862,0.685174872051216,0.573338565862826,1.90410681288135,0.268848131550869,0.340401804160159,0.164365181730963,Clostridium_scindens 
Clostridium_lactatifermentans ,0.746291338088256,0.960253696450502,0.323484420258696,0.788222748800272,0.350406643693259,0.708226193848384,-0.0512612728801702,-0.624989667963549,4.00544293256458,-0.130099760366944,0.375696780723292,0.103351035169656,Clostridium_lactatifermentans 
Lactobacillus_animalis,0.805413913198161,0.971253410879933,0.772791387324698,0.97435539368562,1.16455993655112,1.06033793094548,1.63039478175519,0.222190459557143,3.48592104518692,0.0638179302328378,0.463768119714371,0.0112826064021085,Lactobacillus_animalis
Bacteroides_rodentium ,0.0277085436412612,0.474908829585401,0.0363244155006905,0.477666398152165,4.54934334761359,4.16626654346104,5.64897351317298,1.19154296407061,2.0536660547034,0.588373213249375,0.265625031179334,0.320875308455743,Bacteroides_rodentium 
Alistipes_finegoldii ,0.586033393003338,0.943690216597948,0.475322982724109,0.875187257433245,2.71230822253844,2.64227757022433,2.76242676368069,0.347315175960916,1.93794385442384,0.155330558774877,0.422991079616422,0.0578990142130141,Alistipes_finegoldii 
Bacteroides_acidifaciens ,0.911120995463681,0.980564073164572,0.524305610473594,0.910093448881868,5.00861343940358,4.41733881506712,5.25442240090655,0.294264280504624,2.72377490948146,0.108525200956495,0.435897442647481,0.0409140117997268,Bacteroides_acidifaciens 
Clostridium,0.508203474204906,0.911710652579984,0.346321621691519,0.798858764406991,-0.162974465170174,0.220570365165135,-0.431439074038198,-0.466953363192339,1.80669418136914,-0.236066190867151,0.390625011923834,0.0975299957304847,Clostridium
Bacteroides_sartorii ,0.808570793091833,0.972002144127977,0.953079308191621,0.991947458949055,4.2865023859195,4.40031891884448,4.21486397705597,0.0570506065367771,5.24580546889951,0.0137131530940292,0.491071429498521,0.00351133076195338,Bacteroides_sartorii 
Bacteroides_ovatus,0.459474121914024,0.913376919847946,0.551323774400747,0.91936504352526,1.91959272542921,1.79909721276663,2.0935004279077,0.357352466794874,2.32016852158615,0.134319910388267,0.422519517698116,0.0365120131946928,Bacteroides_ovatus
Clostridium_viride ,0.821534261539399,0.972762925895008,0.823391082182937,0.978140694779939,1.13220035620436,1.16227535504453,1.09538695518246,-0.100927743217741,1.88144961022006,-0.0227754797206294,0.474916390564329,0.00959867223504199,Clostridium_viride 
Parabacteroides_distasonis ,0.104893275500454,0.660070457891813,0.0483254266936879,0.50352825314456,3.48137783492716,3.80861135370978,2.96394520805024,-1.07818149726308,2.00141902199812,-0.472529748641768,0.279017885649303,0.297976156012984,Parabacteroides_distasonis 
Bacteroides_dorei,0.818574302280379,0.972343480391681,0.877456541914694,0.983426689320223,0.402620769763191,-0.579241554236158,1.2960592707573,-0.312726748304422,8.91667590542814,-0.0350936651506229,0.486607144248336,0.00725800952235478,Bacteroides_dorei
Bacteroides_finegoldii ,0.198243040187495,0.741576553580564,0.205663472228454,0.700460100769789,-0.368929092938806,-1.23216785864941,0.487550419644045,0.947277009216732,2.94070922532879,0.325419755574174,0.352285412525383,0.154616597721558,Bacteroides_finegoldii 
Akkermansia_muciniphila ,0.597497349453802,0.916306361379962,0.513055979709771,0.84266987524153,-6.74515428699647,-6.29031556739536,-7.13204651703768,-0.848242244253087,7.50951781538513,-0.103661500468306,0.437012269728053,0.0743425314735892,Akkermansia_muciniphila 
Parabacteroides_goldsteinii ,0.787727045684676,0.970176912800672,0.896215849548566,0.986514284663505,-0.0662328719395608,-0.0823383258845354,0.0679507927392526,-0.0462135616179906,7.48367582264956,-0.00583718305579027,0.497767857374561,0.00589662181004547,Parabacteroides_goldsteinii 
Clostridium_aldenense BT,0.932820120856568,0.983441895489748,0.676252070526914,0.957221443821844,6.76134879932325,6.73447434405857,6.77397655276285,0.152493673416799,1.44365642966907,0.0722847383524334,0.445930886379684,0.0189875808179169,Clostridium_aldenense BT
Pseudoflavonifractor_capillosus BT,0.593908435101017,0.946376464559479,0.831639358769188,0.979642892163702,3.74464562541512,3.71437239254489,3.81055615695028,-0.0878736559965643,1.32652536446377,-0.0641082721308392,0.471571909308359,0.00893220821227753,Pseudoflavonifractor_capillosus BT
Acetatifactor_muris BT,0.699439762550663,0.95942611894763,0.812547887750956,0.978751112297996,3.39562789567142,3.27509788691669,3.60584469266397,0.145062048471841,1.57950778732438,0.0830805117449674,0.463169646701036,0.00932773138139981,Acetatifactor_muris BT
Sporobacter_termitidis BT,0.329987029500005,0.860782462705137,0.124735471491228,0.625922194384111,3.59086690635638,3.32655186780484,3.73459639916431,0.514555427385115,1.20799276656949,0.363907901701772,0.321070255367254,0.203479648658151,Sporobacter_termitidis BT
Oscillibacter_ruminantium BT,0.256406452836112,0.810097540463379,0.406718575898132,0.842670887539623,3.55327952438031,3.83021606608379,3.50307991436094,-0.347247845866393,1.31659982897329,-0.239090060568607,0.395763667919482,0.0743420097565742,Oscillibacter_ruminantium BT
Clostridiumcluster_2,0.32466009237594,0.852998263307261,0.371778810860093,0.823780160759535,4.06963060522376,4.25556474150687,3.90538031361599,-0.329105228454226,1.36233188128446,-0.222504364195277,0.403567457419078,0.0841886714429779,Clostridiumcluster_2
Clostridium_scindens BT,0.301199734586503,0.837248969851223,0.450290527331578,0.864133547057494,3.17947009126405,3.32845214446513,2.94969089800234,-0.290111901348126,1.49466346977659,-0.189777838950678,0.400669653591396,0.0634191345254813,Clostridium_scindens BT
Hungatella_hathewayi BT,0.452531134156733,0.913886795213495,0.358152513937497,0.811144337860748,4.50243465444669,3.90578962848658,5.30736576095212,0.545551815142644,2.65743429817393,0.205374685253419,0.392857154513966,0.090901859033091,Hungatella_hathewayi BT
Clostridium_algidixylanolyticum,0.861451676581455,0.975810257669089,0.885162480276245,0.986044921831632,2.3875625669977,2.38313926046563,2.4013745086035,-0.077142429147357,2.15247439979544,-0.0297033188077306,0.481605353078283,0.00610329919754168,Clostridium_algidixylanolyticum
Clostridium_amygdalinum,0.684095852541575,0.95811212193659,0.51256762202243,0.904503338395784,3.65199178457261,3.08996336004535,3.83984739569872,0.417950070728804,1.88598968502445,0.121268783729448,0.428093653089565,0.0435898258807934,Clostridium_amygdalinum
Clostridium_viride BT,0.281006691680363,0.823720723417812,0.314129968174023,0.788444794758096,3.64361637930553,3.83234870841987,3.39255348856204,-0.331954090332826,1.08206912678289,-0.272798808692577,0.381696441579728,0.103228709654371,Clostridium_viride BT
Papillibacter_cinnamivorans BT,0.675452116257684,0.957315442683202,0.427070695563059,0.854865177073906,2.23563162626719,2.06196297995308,2.30777395441692,0.340038637371191,1.36809772322692,0.237029220418813,0.411371246935239,0.0681023735406608,Papillibacter_cinnamivorans BT
Clostridium_asparagiforme,0.488228675953497,0.925659085388083,0.547429816304223,0.922308910547708,5.82469582401046,5.67185492468812,5.91646816216291,0.378851771295968,2.66573856812466,0.146292433529902,0.431438134327327,0.0351235955658386,Clostridium_asparagiforme
Intestinimonas_butyriciproducens BT,0.406379957539615,0.886236834329815,0.529841079659044,0.906248278106903,2.85508808003075,2.89369693433481,2.73023008708605,-0.261520289384402,1.16712179767781,-0.22026954049958,0.411830366588699,0.0427528055899219,Intestinimonas_butyriciproducens BT
Murimonas_intestini BT,0.116009950659835,0.669604611076534,0.136889095240499,0.64018700581244,2.67848933948555,3.43929646155991,2.39211436090611,-0.932829921462683,1.98676134030323,-0.42807103221237,0.340022315002536,0.193693145189116,Murimonas_intestini BT
Clostridium_herbivorans BT,0.785071125516046,0.96997297450288,0.933167774920482,0.990808938569165,3.04392926274674,3.01835580436211,3.05120154979085,0.00246214704615477,2.37005870111281,0.0009216487856234,0.49944258645684,0.0040100840868526,Clostridium_herbivorans BT
Clostridium_lactatifermentans BT,0.408528312273467,0.872484588090691,0.119750231590539,0.615579774097264,0.980631679863995,2.38832996344658,0.729883305147371,-1.43487068671722,2.52923420827248,-0.31413238543266,0.322185082398152,0.21071565807749,Clostridium_lactatifermentans BT
Ruminococcus_bromii BT,0.140631258760469,0.687727447322445,0.185391588207874,0.671119728610019,0.396236209111823,0.702077097915241,0.234872135882004,-0.544353389596796,1.80904783678256,-0.275701593877798,0.347098231794451,0.173199994233133,Ruminococcus_bromii BT
Bacteroides,0.859145966496568,0.977116591878844,0.812543958190001,0.976430535367754,1.40538326246298,1.95557821732952,1.40538326246298,0.105297655005707,3.60599547568973,0.0320930311346861,0.48437500162348,0.0103586475932767,Bacteroides
Eisenbergiella_tayi BT,0.599838004817061,0.926589187327449,0.125216706192075,0.628344648932449,2.92387969949738,2.36537146974676,3.2139022563961,0.756809686897928,2.05350151644545,0.282126443104256,0.326644390530229,0.201802079077577,Eisenbergiella_tayi BT
Marvinbryantia_formatexigens BT,0.692237637199256,0.959639287883138,0.740919969460896,0.96758192504171,1.51229886572749,1.68113195349388,1.35553017549726,-0.206199311664645,2.40496560513349,-0.0756793493937685,0.462653292629942,0.0143122530922636,Marvinbryantia_formatexigens BT
Acetitomaculum_ruminis BT,0.725936865595729,0.958574695505819,0.82199205332082,0.976368064708665,1.65841834830665,1.62446588969188,1.68115680222635,0.0653756260988674,1.28661396172724,0.0464761809036569,0.478260871821002,0.0103864340352905,Acetitomaculum_ruminis BT
Clostridium_aerotolerans BT,0.518577187932279,0.929223698301952,0.50324860025214,0.896744386109342,0.712279740292622,0.402843749834695,1.22862212173603,0.715730250393993,4.11830081263979,0.183663924488298,0.426978826010782,0.0473313334580916,Clostridium_aerotolerans BT
Clostridium_jejuense BT,0.36200367951446,0.872572996467883,0.384325842512825,0.83106555742425,2.62586470013794,2.86101322721548,2.14197692494008,-0.491238615011418,2.61177962367416,-0.174816698768129,0.393534013780024,0.0803647161622019,Clostridium_jejuense BT
Clostridium_glycyrrhizinilyticum BT,0.444295406749254,0.905710266781732,0.690979877251562,0.957015726604321,0.973332462838326,0.886337606432317,1.07576383310374,-0.268092230859681,2.01505303744446,-0.10726371544405,0.454849503042438,0.0190809254192305,Clostridium_glycyrrhizinilyticum BT
Eubacterium_ventriosum BT,0.737048630086446,0.962543513596093,0.791864596342287,0.976722207249131,1.73801564509713,1.73051581076868,2.14198350287402,0.248047035071652,3.22069351664338,0.0529610896488648,0.470457082223209,0.0102289378304038,Eubacterium_ventriosum BT
Acetanaerobacterium_elongatum BT,0.564106492444134,0.935767875751126,0.527615067313157,0.901423520160697,1.51615588922966,1.57434818001654,1.42212039399847,-0.268599936611554,1.49483619518783,-0.161677807479633,0.422991079616422,0.0450711144004517,Acetanaerobacterium_elongatum BT
Alistipes_finegoldii BT,0.691345899635167,0.958879582713246,0.74393888884215,0.968742239378803,3.92120703510593,3.90451028243676,3.94246629251583,-0.126114771929291,1.39379074806055,-0.0797839185430318,0.462053575390276,0.0137917636169491,Alistipes_finegoldii BT
Clostridium_symbiosum BT,0.90816641280387,0.980421965625206,0.853095187684151,0.980184882205869,-0.231143684620629,-0.374445739570456,0.074782575235937,-0.0510926822268551,3.6618735739614,-0.0117926117108536,0.492187500811145,0.00869200007395154,Clostridium_symbiosum BT
Alistipes_onderdonkii BT,0.148274032812751,0.698906346476258,0.221688520151259,0.72128390744296,3.49610022842809,3.48414203609209,3.66854649832284,0.540558229612336,1.61678998272423,0.332484207882746,0.35897437484275,0.141893757241081,Alistipes_onderdonkii BT
Clostridiumcluster_2cluster_3,0.332424822573746,0.852346454823393,0.198680101410638,0.704044029116855,2.10048666955823,1.68745589497486,3.38379675454019,1.22118292469466,3.01452785314098,0.345769510616133,0.353400239576777,0.152400180340029,Clostridiumcluster_2cluster_3
Fusicatenibacter_saccharivorans BT,0.561007412535518,0.928644913027262,0.802732903897638,0.973680717637482,-0.337206428737427,-0.372746531102375,-0.295192957544602,-0.158213785784227,2.29183375419804,-0.053119152988821,0.477146044735372,0.011583430493398,Fusicatenibacter_saccharivorans BT
Clostridiumcluster_2cluster_3cluster_4,0.727115371832337,0.964681283514692,0.744571992563552,0.968436324640485,2.96907052938735,2.943576283141,3.02312688579841,0.13020171092574,1.75830756330526,0.0684674374000965,0.468227428053189,0.0139289291693214,Clostridiumcluster_2cluster_3cluster_4
Clostridium_oroticum BT,0.401743615654593,0.888859566193384,0.381501926961034,0.821302689946604,1.15198239636223,0.947887935443761,1.43928277961958,0.358214452778291,1.58777983294441,0.222571459033504,0.391741083218703,0.0854967547605907,Clostridium_oroticum BT
Ruminococcus_obeum BT,0.323615394359253,0.840883656440667,0.257392760649581,0.737651402797789,0.69074473100882,0.204824119018294,1.1363383124271,0.580642960521577,1.69994698114527,0.310235033422493,0.363839300980027,0.132148827348136,Ruminococcus_obeum BT
Roseburia_hominis,0.676929760354809,0.955216139517421,0.68330261194867,0.948821423061745,-0.825531331988315,-1.06821928005823,-0.634076053739655,0.310735776898592,2.76455192067678,0.107242427167606,0.440356750970985,0.0228155181066405,Roseburia_hominis
Clostridium_hylemonae BT,0.293058956561479,0.823991128258712,0.345575862376797,0.804210902187204,-0.178178904624954,0.101320870830043,-0.328927373408586,-0.574050780523154,2.14312486206065,-0.251836290076456,0.392419186710867,0.0946300437329209,Clostridium_hylemonae BT
Clostridium_populeti BT,0.791583680590122,0.969718342080565,0.831633187695368,0.978342322998908,2.49219921810955,2.48770518611965,2.50763997775178,0.112914215034913,4.11483548055295,0.0218997564771595,0.481605353078283,0.009509158528653,Clostridium_populeti BT
Anaerotruncus_colihominis BT,0.769649730671397,0.966856565954507,0.770212825317325,0.96404961896954,0.878830232388767,0.962441728779209,0.822800990804265,-0.0372564961705386,1.21453514077836,-0.0312257009878217,0.486607144248336,0.0159006126842055,Anaerotruncus_colihominis BT
Clostridium_bolteae,0.147313232013926,0.697755235788032,0.31045304305138,0.7789556917499,0.646671657637783,0.538961389288817,0.799023051653032,0.74716548699531,2.33664629940621,0.311478724600415,0.385730224304288,0.108487244992124,Clostridium_bolteae
